Date,spx,rates,commodities,credit
2024-05-31,0.3214989297450759,0.025727192017582112,0.3119010544520189,0.3408728237853232
2024-06-28,0.32253929342661203,0.0696546014427129,0.19458125698765308,0.413224848143022
2024-07-31,0.14420030916629198,0.2802609095863051,0.1256927898536801,0.4498459913937228
2024-08-30,0.2975974755317513,0.028141707592532678,0.35750149412261145,0.3167593227531046
2024-09-30,0.3542597165963658,0.21546114648278528,0.05234141165465622,0.3779377252661927
2024-10-31,0.17391951178694923,0.4298010555953927,0.3076941814642688,0.08858525115338937
2024-11-29,0.3123502628728732,0.025650240649317507,0.32211966464012626,0.33987983183768306
2024-12-31,0.17868346025358867,0.09466986508708167,0.4427026254956188,0.2839440491637109
2025-01-31,0.26383339167090636,0.03445016908403528,0.36670351444663485,0.3350129247984235
2025-02-28,0.2604454210387679,0.04109792994862896,0.39427439835807665,0.3041822506545266
2025-03-31,0.19424717151245424,0.08139654207138028,0.28870493563238137,0.43565135078378414
2025-04-30,0.3129504169130011,0.05740832082387576,0.21984099730932513,0.40980026495379807
2025-05-30,0.38255152057736275,0.03472141764031425,0.2823263024923423,0.3004007592899807
2025-06-30,0.30816213063022846,0.030707168479993552,0.36959270764387653,0.2915379932459014
2025-07-31,0.3005133847290654,0.03343230749394832,0.37917807999063446,0.28687622778635175
2025-08-29,0.29816397042504394,0.026744082072382575,0.33549268089949214,0.3395992666030813
2025-09-30,0.3115971341842063,0.02573459137443504,0.32183845927129984,0.34082981517005884
2025-10-31,0.25921323484065323,0.036459341391507444,0.37385075148158153,0.3304766722862579
2025-11-28,0.3173872204245382,0.029872617519482145,0.28869967186318884,0.3640404901927909
